,Number of Users,Number of months in operation,Company Type,Number of Founders,Revenue,Monthly User Growth,Customer Retention Rate,Profit Margin,Customer Aquisition Cost,Monthly Unit Churn,Monthly Burn Rate,Major Rival,Number of News Articles,Number of Founded Organizations,Number of Portfolio Companies,Number of Investments_x,Number of Partner Investments,Number of Lead Investments_x,Number of Exits_x,Number of Events_x,Success
7652,0,1,1,1,80552.91723259407,41.9796655606493,47.13349942770589,2.0923189265586757,10.219849652534663,5.444548503824233,8.281833176137441,0.0,2,1,0,0,0,0,0,1,0
7653,0,1,1,2,97650.6882788896,26.036701258022145,52.7685237256971,-12.172076161608974,12.345681898297794,9.701001475913603,5.64761845947106,0.0,2,1,0,0,0,0,0,0,0
7654,0,1,1,2,36681.20160592032,61.9525693555733,3.4525589194551976,-17.53481410865733,3.362935816798256,16.311078870271704,2.507986089712782,1.0,5,2,0,0,0,0,0,0,0
7655,33,5,1,2,12645.009230194832,52.11884971915993,70.98209160194959,-8.890599282291145,9.733845861829543,3.8544425379531724,1.0063688560139976,1.0,4,1,0,0,0,0,0,0,1
7656,0,0,1,3,23987.868515074573,45.866633870585034,32.036138108268155,5.886936842911755,8.683178773442075,4.640119665453909,9.930252583893253,0.0,0,1,0,0,0,0,0,0,0
7657,0,0,1,3,90184.92100006461,57.11389965206175,29.279263437360704,8.144179362874105,11.294544425599078,13.537833162704905,9.080521569085484,0.0,4,1,0,0,0,0,0,0,0
7658,0,0,1,3,74482.94902381825,25.255912390993576,52.7550324470268,27.439145705844602,12.365791702435857,12.081874919029348,2.8265344546446025,1.0,0,1,0,0,0,0,0,0,0
7659,0,0,1,3,62473.294459778685,51.952530687368636,3.4548346839522948,0.4373643567746228,13.704507190685781,12.680765300178336,10.640211705217611,0.0,9,1,0,0,0,0,0,2,0
7660,0,0,1,3,94872.65029122288,28.435791009741596,48.34898883458459,20.08664261786994,9.745521812519765,4.310956378066774,3.1363398300513006,1.0,6,1,0,0,0,0,0,0,0
7661,0,0,1,3,23507.576386729324,58.544610569284885,18.920311748292097,-19.20845952861597,3.4243317459285088,11.792999593106684,9.629953118523304,1.0,0,1,0,0,0,0,0,0,0
7662,0,0,1,3,14681.469645064104,1.074496376243247,17.33925187007192,26.133754104939754,2.403243476103407,9.001957126206712,4.055534069736303,0.0,0,1,1,1,0,0,0,0,0
7663,0,5,1,2,50570.76573231908,18.16683791719864,46.731212991524544,11.651577492290343,9.66397892484941,8.434520213056015,6.565224245106693,0.0,0,1,0,0,0,0,0,0,0
7664,1,5,1,2,6458.159576600009,12.563869663184786,25.03148823785368,17.295723693584762,12.227322460196767,18.55465408964583,11.498239126203813,0.0,4,2,3,2,0,0,0,0,0
7665,3,5,1,2,34832.78016060607,50.91080103553668,46.8574753949327,6.855730228681061,5.664281452224163,7.442451659920586,1.6879199824286846,0.0,8,9,0,0,0,0,0,0,0
7666,3,-1,1,0,52185.52017126651,22.085852534306955,5.907841332609475,-8.895317174053796,9.928682962405375,6.4168488581045215,5.484468677400864,1.0,2,1,0,0,0,0,0,3,0
7667,0,5,1,2,47254.88893202141,34.32409660099212,9.387027493320005,-12.381229697146866,0.4273810734965444,3.802012826250883,3.7475815347714914,1.0,0,1,0,0,0,0,0,0,0
7668,0,-1,1,0,85456.47107179718,4.330838520634602,13.024600251950122,23.63475493129895,6.252698447463005,9.794419201178094,8.479462301612415,1.0,0,1,0,0,0,0,0,0,0
7669,0,0,1,1,88398.65103477075,1.0575022323600503,11.299067648821659,2.3199535037859427,10.802538644698673,12.917474468852717,11.039228013737706,1.0,0,1,0,0,0,0,0,0,0
7670,2,8,1,3,10826.577826916793,196.0554789623184,43.352466278482446,18.70288460182604,0.7442053166706963,7.589368802934755,4.206877161048476,0.0,0,1,0,0,0,0,0,0,1
7671,1,8,1,3,10920.328947371381,121.7291558699959,84.50308429627859,5.104060784286313,7.9094531814329985,2.2804330386710934,7.594356505597067,0.0,4,1,0,0,0,0,0,0,1
7672,1,2,1,2,55528.47737961527,23.35685465634211,42.97071737473203,26.441558291605944,12.450680541370392,3.9224546030055985,11.66492124526127,0.0,13,3,0,0,0,0,0,2,0
7673,0,2,1,2,93539.52032616887,8.825357374046437,21.51715865808779,12.140069019547305,1.90182455163358,9.84937821104646,5.095655423985981,0.0,0,1,0,0,0,0,0,0,0
7674,1,3,1,2,13983.160786594528,62.96861644883831,59.833527225377864,-2.3074733989083285,7.6111698440209015,3.557310401660736,5.933746542547979,1.0,8,1,0,0,0,0,0,1,1
7675,3,3,1,2,14691.309966894734,38.860527460114625,59.80027073224065,4.124357832867194,3.4961301912479126,4.269283564605208,5.339697162394458,0.0,8,2,0,0,0,0,0,0,1
7676,0,2,1,2,35420.519669718575,29.928275625704835,7.167912439884505,8.717702529146333,12.37028411162771,6.965650571495619,1.8158421670517626,0.0,0,1,0,0,0,0,0,0,0
7677,0,0,1,4,13853.768376336608,100.02963792206891,59.59027725965472,5.1117201936801315,4.0189634574676525,6.223768685556191,5.278612360514479,0.0,3,1,0,0,0,0,0,0,1
7678,0,5,1,3,14920.660593288607,57.82508140800088,43.15147512914547,5.820117386769201,3.604492790233773,8.160062883074755,7.897504748980567,1.0,19,1,0,0,0,0,0,1,1
7679,3,5,1,3,9827.3101013772,44.468619154585525,65.76516750638517,19.71867672461662,6.957536438183361,2.531071654398458,1.1560141979298,0.0,19,1,0,0,0,0,0,1,1
7680,2,5,1,3,11233.886275420962,60.59401686282043,89.48068361043394,-2.257697023564691,4.932359190934053,6.355338791653727,7.82627692332445,0.0,12,1,0,0,0,0,0,0,1
7681,16,10,1,1,86321.92417984354,36.049496024811475,32.09374292748994,27.33380795115079,13.869641498437517,18.20089645819872,5.177679918736826,0.0,12,1,0,0,0,0,0,1,0
7682,0,1,1,2,10684.153400668018,48.83699001140032,27.548844821910727,-18.1238960242984,5.404643368889886,7.820579040890045,5.127180307498852,0.0,0,1,0,0,0,0,0,0,0
7683,3,5,1,1,5159.0426138236,152.59126541511935,87.91018381909986,11.813289753687513,1.760683689702135,2.319982550159108,2.097393325526336,0.0,0,1,0,0,0,0,0,0,1
7684,8,2,1,2,96931.13812576552,13.586292873575035,38.75466313346111,-16.173997253094342,1.1403100821247198,14.66517344850828,7.173490878825478,1.0,5,2,0,0,0,0,0,0,0
7685,3,2,1,2,47761.56174418675,64.61734076236289,59.32426807144911,12.777580015828264,14.46190762564462,10.784925641887675,8.562508729164312,1.0,0,1,0,0,0,0,0,0,0
7686,7,3,1,2,10520.939471306252,183.36796122789178,59.00920230055354,27.294246754378534,0.458718915531815,8.245467772233837,1.2085996031153714,0.0,0,1,0,0,0,0,0,0,1
7687,27,3,1,2,7162.825380077169,181.94189102346184,73.50275150433,29.87778055853164,4.169332377570834,7.313542867508427,4.866858426722871,0.0,3,1,0,0,0,0,0,0,1
7688,12,5,1,3,14133.245922402912,30.066996964374134,35.49569985923282,-9.020783325272177,8.996411896928974,2.3690913500697968,4.214816546004508,0.0,1,1,0,0,0,0,0,0,1
7689,2,2,0,1,5198.869311895441,170.00572572069365,77.80678617230187,21.893387408292895,2.032831778108042,4.064522862115179,4.278786436370946,0.0,0,1,0,0,0,0,0,4,1
7690,0,7,0,1,63614.3831639798,27.368745783991276,3.0434092400119095,-15.091622238610114,14.697779589945613,11.134226071530932,1.8461286624779734,0.0,0,1,0,0,0,0,0,0,0
7691,0,0,1,4,53958.6209862944,13.269164041490196,53.40181897896829,28.994263031184154,3.566394400578578,16.184260419078996,11.504811520176338,0.0,0,1,0,0,0,0,0,0,0
7692,0,0,1,4,88643.96525358415,34.31775267895592,8.625717846466433,4.701986423446087,5.404420739355752,9.39455439004669,5.958220182445033,0.0,0,2,0,0,0,0,0,0,0
7693,0,0,1,4,30332.30466801733,21.70370895227601,27.73868915211012,-13.218310856903608,5.540925725359078,11.245868918267288,4.3482909565376975,0.0,38,1,0,0,0,0,0,1,0
7694,4,-1,1,2,94702.55824511708,16.959640045096993,37.99950928091737,-17.345394018433122,9.034226222791633,5.5967233338742055,10.9472751868578,1.0,0,1,0,0,0,0,0,0,0
7695,0,10,1,2,12114.302235598829,77.40148154611835,57.01618778437063,5.410523675780631,6.222079048463925,5.787170033851998,3.899871453963929,0.0,0,1,0,0,0,0,0,2,1
7696,0,-1,1,2,36179.59593372538,37.47761883398811,12.565450858016035,3.359842720882817,5.071312308517301,18.009197897656374,2.881980943855097,1.0,0,1,0,0,0,0,0,0,0
7697,17,7,1,3,21995.01996897186,1.8218162848037356,3.2647632421703854,29.406552586245084,9.150787523307823,8.050628559979742,1.2221929077125486,0.0,0,1,0,0,0,0,0,0,0
7698,3,7,1,3,36519.33560320382,25.740704506900816,4.346009026321484,-17.393453344212404,10.433589826382875,6.131485266356799,8.277343922504704,1.0,33,4,0,0,0,0,0,2,0
7699,0,4,1,1,1657.8372433531995,3.8606751561834827,33.04672087273048,10.392732450853117,12.360084043632218,12.858686107446216,2.789508636343405,0.0,0,1,0,0,0,0,0,0,0
7700,0,0,1,3,56379.9131525634,26.439991992284504,50.496066812593604,29.641820868981576,9.818730641449593,14.58945469057866,6.984122965026647,1.0,0,1,0,0,0,0,0,0,0
7701,1,0,1,3,12232.161758117189,5.011290572315927,30.91871883281481,-4.946131550292042,12.883130393251346,13.524194004632506,1.3338858752752467,0.0,0,2,0,0,0,0,0,0,0
7702,1,4,0,2,12832.94049360768,40.75023849761996,16.65885626439247,18.21945280258653,13.936876587925449,8.788956820625192,6.180382308950008,1.0,0,2,0,0,0,0,0,0,0
7703,12,5,1,2,12042.402837635804,51.945426279165176,31.645795722303593,-4.562960658351933,8.056188098469363,4.452547708385162,5.939040655593816,0.0,0,1,0,0,0,0,0,1,1
7704,8,0,0,1,99713.75213777645,27.130564317984724,3.613496057227923,-17.70355346236912,9.167583037722483,5.325773920062793,3.0565484786178967,1.0,0,1,0,0,0,0,0,0,0
7705,2,3,1,2,5746.417414741221,133.8677730430018,30.635495597471525,11.443790032195672,5.4767883891218325,6.384466885951522,5.450422412724239,0.0,0,1,0,0,0,0,0,0,1
7706,3,1,1,2,39478.98470904462,39.62134255841194,18.362830986347642,14.945896938419743,1.4490270244857077,6.07943437630686,7.176619867755713,1.0,0,2,0,0,0,0,0,0,0
7707,0,0,1,1,59111.02520087913,24.98165661547369,41.947952511469275,21.763589748773825,8.081385233464179,15.694184019224116,4.803775759834458,0.0,1,1,0,0,0,0,0,0,0
7708,2,1,1,1,86642.83140303736,48.53731179128493,58.318053346006806,7.088780279374301,12.883419083842783,9.92952384610404,9.383257288824522,1.0,3,1,0,0,0,0,0,0,0
7709,2,4,1,2,58412.666801571126,4.600366787551197,24.277567184784058,6.856501228251435,2.8699186428889107,11.82179698160228,7.7140565172156395,0.0,3,1,0,0,0,0,0,0,0
7710,4,1,1,1,30316.57323404452,27.20132484667533,6.089828354469726,-1.9306310869434888,11.000313235909601,16.764589212258617,1.0532934159303031,1.0,0,1,0,0,0,0,0,0,0
7711,1,2,1,3,10033.012533773943,138.20821312825043,36.73503062901546,26.0420076523993,4.8817459232189435,3.725389936307379,2.3181031202936944,0.0,0,1,0,0,0,0,0,0,1
7712,1,2,1,3,7057.844960698923,28.009246369499433,34.83430108791781,5.118338043476637,6.272330422421079,4.207826294339527,2.3321841172642026,0.0,0,1,0,0,0,0,0,0,1
7713,1,2,1,3,14190.722398018504,183.2920712726359,64.33721688409997,21.57155363527697,2.586010483819985,4.462712800060032,4.4409129795334605,0.0,2,1,0,0,0,0,0,0,1
7714,1,5,0,1,11871.563280820885,30.514667223152745,27.889508079151252,28.095933212755455,8.314459953762325,13.748948639405215,3.5654828220333274,0.0,1,1,0,0,0,0,0,0,0
7715,1,1,1,1,83348.88241110301,13.984652423230308,53.8809331688022,-1.3899414152795586,3.3986805510797655,12.057908917751108,2.9863940433128398,0.0,1,2,0,0,0,0,0,0,0
7716,4,2,1,3,28255.322221021695,44.47038332164352,39.00562903193927,15.728422415897327,11.173636516342212,6.050679778598871,7.653911491661187,1.0,0,2,0,0,0,0,0,0,0
7717,0,7,1,1,11503.202543733598,185.91248773595652,41.20346006569532,-5.476831540180158,2.6232335917563576,6.475014411792868,5.457327562819166,1.0,1,1,0,0,0,0,0,0,1
7718,5,3,0,4,9412.496062637667,78.13256839641323,41.95803288206479,20.799308651866628,4.612034169407125,7.4926674190902975,1.2845840744918537,0.0,3,1,0,0,0,0,0,0,1
7719,3,4,1,2,13759.853877090314,37.24422014810976,59.22142789938604,18.895661894660023,8.736913146571938,7.988799474853512,6.043282315675522,0.0,0,1,0,0,0,0,0,0,1
7720,0,4,1,2,13514.956691840604,177.86659706175277,43.769723728882965,-8.758026456873157,0.6699793347388183,6.4067362391408045,2.5436155459976355,0.0,0,1,0,0,0,0,0,0,1
7721,5,2,1,3,37118.12363409563,68.75241988939919,57.58844537748495,12.538640274381521,12.125978834478872,16.453889552932164,9.83565254385156,1.0,0,1,0,0,0,0,0,0,0
7722,2,2,1,3,3925.3817076095097,18.542640852092102,13.672572942891051,5.306114886872628,5.164965075560259,7.878299005574277,9.943970209315689,0.0,3,1,0,0,0,0,0,0,0
7723,1,2,1,3,40609.164512829586,16.09748515036129,27.368414362961094,-5.579133806842805,10.377138850455127,12.224177269226336,11.730227617717384,0.0,2,1,0,0,0,0,0,0,0
7724,2,4,1,1,11146.421173105653,47.82083737530655,71.47852319777839,1.640441606746652,3.0706510818190056,6.1549715551722874,3.2360413811054105,0.0,16,1,0,0,0,0,0,2,1
7725,0,-1,1,5,30200.88999369389,49.78243445958844,26.716953450205796,-9.810041433430598,4.165444380347047,16.94466555428115,3.5324448184116606,0.0,0,1,0,0,0,0,0,0,0
7726,2,3,0,2,53152.207964728404,67.16668439797184,11.660712333078552,-11.53863409052867,5.482791136411461,7.519461901433481,5.501062744004675,0.0,3,1,0,0,0,0,0,2,0
7727,0,0,1,1,40260.438936392085,46.12305554838299,38.80185216601227,-14.46489937941624,12.01358290564062,14.79635375931165,10.688450476071496,1.0,8,1,0,0,0,0,0,1,0
7728,0,2015,1,4,42721.94468096091,50.82756054030349,6.859175501205392,13.908057272643212,9.18520408650089,19.371270291464604,8.54999718087743,1.0,3,1,0,0,0,0,0,0,0
7729,0,0,1,1,89142.96099862678,12.546067547432378,6.380548077592207,28.832795063766106,2.8600625574877645,13.443952270458002,3.514089593818517,1.0,7,1,0,0,0,0,0,0,0
7730,6,4,1,4,14496.356890985133,36.52882726260818,68.5568192993006,13.980361333249697,5.426565779668976,8.427607946827107,1.7219930723954842,0.0,27,2,0,0,0,0,0,6,1
7731,5,4,1,4,8740.860237171322,121.39898639131582,73.16912052533061,-2.6802769645197344,9.983162087839377,7.102477824746606,3.4181821513154205,0.0,12,1,0,0,0,0,0,0,1
7732,3,4,1,4,8907.582385006248,73.42279909294777,73.75943104967935,-5.794354945661144,8.197277706444243,7.184808131898924,7.012632397110945,0.0,2,2,0,0,0,0,0,0,1
7733,3,4,1,4,10868.231389191747,196.33556154558403,59.75321464506292,-6.306636369406444,6.372189680850617,7.55097479694398,4.963071647673668,0.0,0,2,3,4,0,0,2,0,1
7734,2,9,1,1,13843.245685680315,37.1102965824701,40.91874451957424,14.7208258641229,8.457275645230151,7.870198993104694,5.333298765038221,1.0,0,1,0,0,0,0,0,1,1
7735,4,2,1,3,57653.669575131404,10.228614976211404,15.64387392536168,-17.052271124756786,14.457119861055821,16.759410591340554,3.554421507956273,0.0,0,1,0,0,0,0,0,0,0
7736,2,2,1,3,8986.190135276529,62.263059974091846,53.48289939304958,11.284191854702264,3.0733855679513926,10.459960213100942,3.6162785940216464,1.0,0,1,0,0,0,0,0,0,0
7737,12,9,1,3,11809.265316866436,140.86182124975076,53.06793816863046,-3.536130514749072,1.3676531665839209,7.711790412258829,1.2822139427677652,0.0,4,1,0,0,0,0,0,0,1
7738,0,13,0,2,13138.197543826122,108.12149426069355,37.18929327920381,13.963046970797322,4.883443584760302,3.6498949583095452,7.953028279130836,1.0,0,1,1,1,0,0,0,0,1
7739,3,13,0,2,7230.755278950045,35.79720947991201,79.27490866193588,-8.03428191197581,3.1267768416036876,3.4442866751778394,3.7350169269638536,1.0,0,1,0,0,0,0,0,0,1
7740,0,3,1,1,93039.35362309695,20.02031146239137,50.86159911568141,27.129873611232412,1.5590991300826755,14.46821367020271,5.913104006472839,0.0,17,1,1,1,0,0,0,2,0
7741,30,6,1,5,5347.359418663384,150.07799051201798,51.34042049049467,29.760896738281282,9.461929520306494,4.55484494961926,3.006632461628783,0.0,3,1,0,0,0,0,0,0,1
7742,0,0,1,3,40128.95530433256,8.940515472688887,43.818962296083185,7.433173984769262,2.418893708470332,19.645342544477455,6.978622270320761,1.0,0,1,0,0,0,0,0,0,0
7743,1,7,1,1,8082.852036274856,45.79023645692097,37.26279924033179,-2.327935543292634,9.311952197106608,2.5488881959731846,3.8656203548613037,0.0,0,1,0,0,0,0,0,0,1
7744,10,8,0,2,14532.033077053387,67.78954984113687,48.561101182989376,20.44574894819889,6.124151195726821,5.218459623962301,7.161868250512013,0.0,1,1,0,0,0,0,0,0,1
7745,1,0,1,6,51577.188438026766,66.41325048326154,30.96997010802807,-8.822642079211732,4.0543330242048725,8.29166082310417,1.3863545545201008,0.0,1,1,0,0,0,0,0,0,0
7746,8,0,1,6,75968.00266527434,29.101807486152097,49.64975093247996,-12.178162365765527,4.151632066826625,3.7605357121497,8.997888174263249,0.0,12,1,0,0,0,0,0,1,0
7747,3,15,1,6,11338.728867381482,159.11339218964957,70.42616505439659,7.381432970085605,2.13716972417483,8.768078528144823,5.419647284720702,0.0,8,1,0,0,0,0,0,1,1
7748,0,15,1,6,8592.087965455543,126.21885428895283,70.44206245248604,29.087880320317034,5.604339669135381,5.041345660538941,5.181047799781628,0.0,2,4,0,0,0,0,0,0,1
7749,10,4,1,3,13700.968035377673,136.8982731588111,54.02092410017683,14.50825589653423,5.623750451496242,2.2225039706825473,5.490979352270627,0.0,3,1,0,0,0,0,0,0,1
7750,11,4,1,3,5703.335364748961,136.76645601823896,56.86448252221814,14.581582654779869,2.226520915417114,3.1879540251222447,2.6694480576274335,1.0,0,1,0,0,0,0,0,0,1
7751,11,4,1,3,7460.351099585932,83.48422131629775,48.60381343369533,4.386457353532469,6.541302138545786,3.9560054371984825,5.159638030384297,0.0,2,1,0,0,0,0,0,1,1
7752,11,4,1,3,11471.717495526926,120.29701550145691,87.73685631846337,11.53014285356145,3.197782774779483,2.017733559840069,2.229702358311372,0.0,2,1,0,0,0,0,0,0,1
7753,0,1,1,3,7020.628506669471,20.99022019516957,86.39483800525574,8.22938813525511,8.452990122913928,8.211921152043885,6.612299929014415,1.0,4,1,1,1,0,0,0,0,1
7754,0,0,1,2,85761.49184767867,58.93933220005132,47.21262103691835,-10.233454164125682,0.9041085641289703,16.661438136779573,2.3701494137805073,1.0,1,1,0,0,0,0,0,0,0
7755,6,4,1,5,61817.02317931841,56.638493010831645,58.43002863212831,1.9296371654029727,7.044197787121764,5.6955337602910685,8.650264644370905,0.0,1,1,0,0,0,0,0,0,0
7756,0,7,1,1,9625.441457468263,114.45485179668799,48.87857780039922,-4.140631869562359,3.3990248929478817,3.589101585756565,5.1401538227407695,1.0,1,1,0,0,0,0,0,0,1
7757,47,19,1,2,14494.000513482897,160.37105817807176,56.41958469035669,-1.2889602374339049,2.5281312576957093,7.399456990357511,5.013251575590793,0.0,1,1,0,0,0,0,0,0,1
7758,4,19,1,2,10154.54106025118,168.1862972111489,39.167966644180126,-8.940985613153245,6.636565253068243,2.814617370872715,4.226093777335879,0.0,1,1,0,0,0,0,0,0,1
7759,4,19,1,2,5343.776410776227,139.79236949910148,66.32885715344719,16.82987787522764,5.746902781878285,3.3097149225336016,3.967513616814023,1.0,4,2,0,0,0,0,0,2,1
7760,2,12,1,2,17267.667451211255,34.34160438519851,54.82074607934569,17.01464382079981,3.810351190696482,18.210555279119575,9.619028781522076,0.0,0,1,0,0,0,0,0,0,0
7761,0,-1,1,1,2888.6774494611414,22.21937535020568,20.156959702582867,5.444424680707662,7.479830896517972,13.040232938105827,6.5881628829851016,1.0,5,3,0,0,0,0,0,0,0
7762,6,3,1,1,96673.37984968776,36.537231598216025,47.130883636109516,-0.6846337845994306,12.761888248740137,15.917957192621216,5.142297244471836,0.0,3,1,0,0,0,0,0,0,0
7763,10,7,1,2,7825.268220487787,132.3147524213658,67.18982788242263,15.848677137383813,1.142081799359036,6.56802074960673,5.374379993005012,0.0,0,1,0,0,0,0,0,0,1
7764,0,0,1,3,24466.493720672155,54.299379255039476,56.80810736501974,-19.334595662976106,1.1872786208033097,12.421935087766771,2.9282672092785704,1.0,5,1,0,0,0,0,0,0,0
7765,0,-1,1,2,7645.199549661108,5.2022234499510915,55.02621617352242,15.272549785670755,12.307978699073272,12.124247519058297,4.516325436628208,1.0,2,1,1,1,0,0,0,0,0
7766,0,0,1,3,28640.73579209493,1.7669065575371934,35.15454889622591,20.866510860010585,13.073562272943878,5.1569685716672105,8.234036370826395,0.0,1,1,0,0,0,0,0,0,0
7767,0,-1,1,2,92077.31421244911,8.47590867836891,17.526444516818316,12.050652282562538,1.5542012880728484,12.743245948417108,11.716395667861944,1.0,2,1,0,0,0,0,0,0,0
7768,0,0,1,3,9792.206916539959,28.75577667510977,15.834118041891056,-17.878885627639967,10.511805100734227,16.723956148457688,8.576838935354607,0.0,0,1,0,0,0,0,0,0,0
7769,0,-1,1,2,59959.42252485542,39.89693199491839,21.271191067695295,29.113105087314032,2.022640929388238,19.375333945283185,7.9596249624871795,1.0,2,1,0,0,0,0,0,0,0
7770,9,4,1,1,85016.26271641112,63.93594684977675,4.197703048673516,-19.800213471687936,5.829986233101972,4.509172657657025,4.634425875859752,0.0,0,2,0,0,0,0,0,0,0
7771,49,4,0,2,12633.913263665316,62.5147644848595,89.467118404117,7.716404055830171,2.127188533338612,3.8896842748680767,6.156156035955409,1.0,0,1,0,0,0,0,0,0,1
7772,9,0,1,2,66358.74560433869,35.048229372564876,57.78325272176792,11.586633935946658,8.521581575796894,6.475325424149952,5.93427983391179,1.0,0,1,2,2,0,0,0,0,0
7773,2,4,1,2,56054.27812611629,54.95480236504583,53.067719584548655,25.126129156249043,5.2136614060696,6.859352712031985,1.4777508437298583,1.0,6,1,0,0,0,0,0,0,0
7774,0,4,1,2,38789.81210221826,11.361414982917882,15.855228518252973,21.664604729205756,12.626270214256223,6.712786937804442,5.099448602118248,0.0,5,1,0,0,0,0,0,0,0
7775,5,0,1,1,752.6757892829528,17.693058311950562,22.36035116331706,12.299398678638013,2.231624675960448,7.43314967576835,5.92738430315085,0.0,3,1,0,0,0,0,0,0,0
7776,6,3,0,2,38847.53403707836,4.810009615404707,5.001171702315581,-17.093640304715695,7.986860879093794,14.595845062799507,1.0196622720763937,1.0,3,1,0,0,0,0,0,0,0
7777,2,3,0,2,24481.08792795951,19.502372918188197,3.4761090955753104,-0.4615792896392996,3.4429188683904117,15.393118215576548,5.132733181629844,1.0,2,1,0,0,0,0,0,0,0
7778,0,3,1,1,34182.10870967247,7.568093367717484,3.4141425047305263,-3.187797559651706,13.17272425631194,11.201144678828634,8.482371675856534,0.0,4,2,0,0,0,0,0,0,0
7779,10,6,0,1,13369.505343694287,23.26288824584258,3.3934089909864373,0.9740355497343494,9.136687180868142,9.791620177913728,4.882419832655095,0.0,2,2,0,0,0,0,0,0,0
7780,0,0,1,5,71543.36534780358,56.59494505446695,44.25929836608891,-18.304408172543916,12.336014359023975,3.8589593022961775,3.9569713194236824,0.0,12,2,0,0,0,0,0,0,0
7781,0,0,1,5,14361.334589307084,45.25309410512603,19.447538424608823,-16.951393445261473,6.473217823326553,12.529776150996277,2.4611088440115663,0.0,0,2,1,2,0,0,0,0,0
7782,0,0,1,5,49972.80176990888,67.14119004507575,46.270933428126284,27.28756197398115,10.788634797242816,10.876635959927096,1.5086745562446129,0.0,3,1,0,0,0,0,0,0,0
7783,44,5,1,1,10341.446722387864,154.1837261143887,67.47053246516438,11.901700191091244,0.8909902299300887,7.580482767893729,4.704142479694532,0.0,0,1,0,0,0,0,0,0,1
7784,0,-1,1,4,63582.32844844116,12.708094110296354,39.257489645432834,-3.5438297778843832,8.598600804112376,14.194395646086285,2.0881743594183044,0.0,30,2,2,2,0,0,0,0,0
7785,0,-1,1,4,39654.21429644631,6.421373165786761,55.74149803718482,-8.796105079570948,9.89540480577589,19.293535240787353,9.23805101056008,1.0,0,1,0,0,0,0,0,0,0
7786,0,-1,1,4,66795.7287953236,14.500523814914674,25.615427290919623,20.44484578713331,2.331497775542645,11.06381311689576,10.733333056314093,1.0,1,1,0,0,0,0,0,0,0
7787,0,-1,1,4,25568.6561887453,41.17844090001469,46.998108795870266,-18.473766942907865,11.614798518185143,12.170816707004427,9.686392930546434,1.0,10,2,0,0,0,0,0,0,0
7788,0,0,1,2,34909.00202372518,42.07744883793091,54.614723060354834,-7.530937699034444,10.737783778696146,8.481025690525875,9.292276325824764,1.0,1,1,0,0,0,0,0,0,0
7789,0,0,1,2,3875.2535008904965,22.730598217660273,24.228824296372988,-7.554661772392805,12.795889349731208,6.012508674411118,5.8959102056843875,1.0,8,1,0,0,0,0,0,0,0
7790,0,3,1,3,11045.137476374799,123.83267934859799,74.99948220954658,3.7829100929140544,1.0164341885443917,6.995954365502653,5.6518589838278315,0.0,3,1,0,0,0,0,0,0,1
7791,6,6,1,3,22025.135969248942,11.535177323274821,12.123392732985243,9.491089512480272,8.330991844811663,17.567721216477665,7.980018178784538,1.0,0,1,0,0,0,0,0,0,0
7792,0,6,1,3,5914.645632210724,19.065519056334228,54.52198737434423,25.18896597261753,8.391512321044805,17.150166720132017,8.720866401047633,0.0,10,1,2,2,0,0,1,0,0
7793,0,6,1,3,45038.41194170981,62.658491753107754,17.801839264599455,1.6964316070804344,8.311293002948082,10.0472066243271,8.071754517514194,1.0,11,3,0,0,0,0,0,0,0
7794,1,8,0,2,13968.697845949422,40.29854074724459,49.011417421353805,-0.6168833375257421,8.114726158533518,4.540128336812545,2.5620860210709973,0.0,11,2,0,0,0,0,0,0,1
7795,1,8,0,2,5163.814607801367,167.09904730046716,40.93038161533406,14.822700375785356,1.8944222428063173,3.3788852938057583,2.8973517158714612,0.0,11,2,0,0,0,0,0,0,1
7796,13,3,1,2,9171.954623250069,66.03307701545225,66.4366622762721,-0.48446088524827147,3.098644846346601,8.767933627779666,1.0274692470755702,0.0,0,1,0,0,0,0,0,0,1
7797,2,-1,1,3,46741.031255063295,25.822836965669687,3.9244779889635906,-19.764378739523618,8.6415960824751,14.957305391365864,1.7823715578496542,0.0,0,1,1,1,0,0,0,0,0
7798,4,3,0,2,20491.666089930695,46.39785574481559,47.0719297934608,-1.976319957486787,0.8965292497606248,18.42415379805175,7.840378669733732,1.0,6,1,0,0,0,0,0,0,0
7799,2,2,1,2,81662.85974697591,52.0359845898298,40.322952686452716,28.37817428831878,1.8311242149212452,19.9662252661351,9.882773784585508,0.0,0,2,0,0,0,0,0,0,0
7800,0,0,1,2,19049.6691644389,57.792791344870224,11.786991401032536,2.6448719475982827,4.4258132881246866,7.343966150526216,10.83357843251789,0.0,47,1,1,1,0,0,0,0,0
7801,4,0,1,1,78064.22126188358,53.30050981773462,57.105395306301425,12.027346263808845,6.773627953566299,19.61487859743577,1.850253599639363,0.0,4,1,0,0,0,0,0,1,0
7802,36,5,1,1,8111.461445803951,56.911927239508216,47.899648577797805,24.60736228160735,5.180394654290153,6.882470178350616,1.4876393432361272,1.0,4,1,0,0,0,0,0,1,1
7803,17,8,1,1,7671.451345685086,30.008480992475945,34.82318840167477,27.989538012994842,1.645688525945116,7.670670147123275,4.267026904287857,0.0,2,2,0,0,0,0,0,1,1
